,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,Pass,Parents_edu
154,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,1,3,1,13,15,16,Maths,TRUE,1
155,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,4,1,3,5,0,13,11,10,Maths,TRUE,4
156,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,4,1,1,4,3,10,11,9,Maths,FALSE,3
157,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,4,4,4,3,10,9,9,Maths,FALSE,4
158,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,3,4,1,4,5,1,13,13,11,Maths,TRUE,2
159,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,2,4,1,4,4,3,6,5,6,Maths,FALSE,3
160,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,2,3,3,4,3,7,10,8,9,Maths,FALSE,4
161,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,1,3,1,1,2,3,10,10,11,Maths,TRUE,4
162,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,3,2,3,3,7,9,8,8,Maths,FALSE,4
163,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,1,3,1,2,3,1,12,13,12,Maths,TRUE,3
164,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,2,3,5,0,16,17,17,Maths,TRUE,4
165,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,2,3,1,7,9,9,8,Maths,FALSE,3
166,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,1,2,1,2,1,7,12,13,12,Maths,TRUE,3
167,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,4,2,3,4,7,12,12,11,Maths,TRUE,3
168,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,3,1,2,3,1,11,12,11,Maths,TRUE,2
169,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,1,3,1,2,5,0,15,15,15,Maths,TRUE,2
170,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,2,3,1,3,3,5,8,7,9,Maths,FALSE,3
171,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,4,3,3,8,9,10,Maths,TRUE,2
172,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,2,3,1,1,2,7,11,12,13,Maths,TRUE,3
173,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,3,1,1,3,0,8,8,9,Maths,FALSE,1
174,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,3,4,4,4,5,7,7,8,8,Maths,FALSE,2
175,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,3,4,5,7,8,9,10,Maths,TRUE,3
176,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,1,3,0,13,14,14,Maths,TRUE,3
177,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,5,0,14,15,15,Maths,TRUE,4
178,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,1,3,1,2,5,3,17,15,16,Maths,TRUE,4
179,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,2,4,3,4,3,7,9,9,10,Maths,TRUE,3
180,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,1,4,2,3,2,7,18,18,18,Maths,TRUE,4
181,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,2,3,0,9,9,10,Maths,TRUE,4
182,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,4,2,1,16,16,16,Maths,TRUE,4
183,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,3,3,1,3,4,5,8,10,10,Maths,TRUE,3
184,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,3,4,1,3,1,3,9,9,10,Maths,TRUE,1
185,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,2,2,1,2,3,7,7,6,6,Maths,FALSE,2
186,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,3,0,no,yes,yes,yes,no,yes,yes,no,5,2,4,1,1,5,5,10,10,11,Maths,TRUE,2
187,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,3,3,3,4,5,7,10,9,9,Maths,FALSE,4
188,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,2,3,2,2,4,4,7,7,7,Maths,FALSE,3
189,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,2,2,1,1,1,7,11,12,13,Maths,TRUE,4
190,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,2,2,1,4,5,5,9,9,10,Maths,TRUE,1
191,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,4,5,7,7,7,Maths,FALSE,4
192,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,2,3,7,8,8,8,Maths,FALSE,3
193,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,4,4,4,3,7,12,12,13,Maths,TRUE,4
194,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,2,4,1,1,4,0,12,13,14,Maths,TRUE,2
195,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,3,4,2,4,5,7,6,7,8,Maths,FALSE,2
196,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,1,1,1,2,3,7,8,10,10,Maths,TRUE,4
197,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,3,4,1,3,1,1,14,15,15,Maths,TRUE,3
198,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,3,4,2,4,1,7,6,6,4,Maths,FALSE,4
199,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,1,4,2,4,4,7,6,6,8,Maths,FALSE,3
200,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,2,3,1,4,3,2,7,7,8,Maths,FALSE,3
201,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,3,9,10,10,Maths,TRUE,2
202,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,2,5,1,6,6,6,Maths,FALSE,2
203,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,2,1,1,1,3,1,16,16,17,Maths,TRUE,3
204,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,2,3,5,4,4,0,12,13,13,Maths,TRUE,2
205,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,1,5,0,13,13,14,Maths,TRUE,4
206,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,2,3,1,1,4,7,9,8,7,Maths,FALSE,3
207,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,2,4,1,3,3,7,16,15,15,Maths,TRUE,3
208,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,2,3,1,3,3,1,12,11,12,Maths,TRUE,3
209,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,2,2,4,4,3,7,10,8,9,Maths,FALSE,2
210,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,1,3,1,2,3,7,12,10,12,Maths,TRUE,2
211,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,1,3,1,2,3,7,13,13,14,Maths,TRUE,4
212,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,1,3,11,11,11,Maths,TRUE,2
213,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,4,1,3,2,7,11,9,9,Maths,FALSE,4
214,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,1,4,2,4,1,1,14,13,13,Maths,TRUE,4
215,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,2,1,1,5,7,9,7,6,Maths,FALSE,1
216,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,2,3,1,3,2,7,11,9,10,Maths,TRUE,3
217,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,3,2,5,4,4,3,14,13,13,Maths,TRUE,2
218,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,3,2,1,1,5,7,13,12,12,Maths,TRUE,2
219,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,1,13,11,11,Maths,TRUE,2
220,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,3,4,1,4,5,7,12,12,12,Maths,TRUE,4
221,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,2,3,2,3,4,1,10,11,12,Maths,TRUE,4
222,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,2,1,2,5,0,13,12,12,Maths,TRUE,4
223,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,2,3,1,1,4,5,18,18,18,Maths,TRUE,2
224,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,1,2,1,1,2,3,12,12,13,Maths,TRUE,3
225,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,3,4,5,4,1,7,6,8,8,Maths,FALSE,3
226,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,3,5,7,3,5,5,Maths,FALSE,3
227,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,2,2,2,4,5,0,13,15,15,Maths,TRUE,2
228,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,3,4,2,4,5,0,6,8,8,Maths,FALSE,3
229,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,2,3,1,3,2,5,7,10,10,Maths,TRUE,3
230,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,1,4,2,4,5,3,6,9,8,Maths,FALSE,2
231,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,2,2,1,3,3,0,8,9,8,Maths,FALSE,2
232,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,8,12,12,Maths,TRUE,2
233,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,2,5,1,7,9,8,Maths,FALSE,1
234,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,1,3,1,1,4,5,14,12,13,Maths,TRUE,4
235,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,1,1,1,1,7,11,11,11,Maths,TRUE,4
236,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,1,4,1,2,4,7,15,14,14,Maths,TRUE,2
237,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,7,17,18,18,Maths,TRUE,4
238,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,2,2,1,1,3,1,8,8,8,Maths,FALSE,4
239,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,2,2,1,1,3,0,13,12,12,Maths,TRUE,3
240,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,1,3,1,1,4,3,10,9,9,Maths,FALSE,3
241,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,1,4,3,4,1,7,17,17,17,Maths,TRUE,4
242,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,3,4,5,1,9,9,10,Maths,TRUE,3
243,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,2,2,4,7,12,10,11,Maths,TRUE,4
244,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,4,1,3,5,7,10,9,10,Maths,TRUE,4
245,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,2,4,3,3,5,7,9,9,9,Maths,FALSE,3
246,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,3,2,3,15,14,14,Maths,TRUE,3
247,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,3,3,1,1,3,1,11,11,11,Maths,TRUE,1
248,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,3,2,2,2,1,1,15,14,14,Maths,TRUE,2
249,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,3,1,1,1,1,10,10,10,Maths,TRUE,4
250,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,3,4,2,3,5,5,12,12,12,Maths,TRUE,2
251,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,7,10,9,9,Maths,FALSE,3
252,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,1,4,1,4,3,7,9,9,9,Maths,FALSE,4
253,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,4,7,9,8,8,Maths,FALSE,4
254,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,1,3,1,2,1,7,10,11,10,Maths,TRUE,4
255,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,3,4,2,4,5,7,8,8,8,Maths,FALSE,4
256,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,3,4,3,4,3,7,11,9,10,Maths,TRUE,3
257,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,no,no,5,1,2,1,1,3,0,12,12,12,Maths,TRUE,1
258,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,3,8,9,10,Maths,TRUE,1
259,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,4,1,2,5,3,10,9,11,Maths,TRUE,2
260,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,2,3,1,2,4,1,12,10,11,Maths,TRUE,1
261,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,2,2,4,18,18,19,Maths,TRUE,2
262,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,3,5,13,12,12,Maths,TRUE,1
263,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,1,4,1,3,2,5,15,14,14,Maths,TRUE,2
264,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,2,7,15,13,15,Maths,TRUE,4
265,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,4,5,7,12,11,11,Maths,TRUE,4
266,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,1,2,3,0,15,15,15,Maths,TRUE,4
267,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,3,3,1,1,5,7,12,12,13,Maths,TRUE,2
268,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,5,18,18,18,Maths,TRUE,3
269,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,4,7,14,13,14,Maths,TRUE,3
270,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,5,3,14,12,11,Maths,TRUE,3
271,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,2,2,7,10,8,8,Maths,FALSE,4
272,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,3,0,14,13,14,Maths,TRUE,4
273,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,3,2,2,2,1,4,16,15,16,Maths,TRUE,4
274,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,1,4,1,1,4,7,12,10,11,Maths,TRUE,4
275,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,Maths,TRUE,4
276,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,3,0,15,12,14,Maths,TRUE,4
277,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,5,1,2,1,2,5,0,17,17,18,Maths,TRUE,3
278,GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,3,7,15,14,13,Maths,TRUE,3
279,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,3,7,14,12,12,Maths,TRUE,4
280,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,3,1,1,5,0,17,18,18,Maths,TRUE,3
281,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,7,8,9,8,Maths,FALSE,4
282,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,2,5,0,15,12,12,Maths,TRUE,3
283,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,3,3,1,3,3,7,12,10,10,Maths,TRUE,1
284,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,3,1,1,1,2,7,14,12,13,Maths,TRUE,2
285,GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,3,2,2,2,4,2,13,11,11,Maths,TRUE,2
286,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,1,2,1,2,1,7,13,10,11,Maths,TRUE,3
287,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,7,15,13,13,Maths,TRUE,1
288,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,7,13,11,11,Maths,TRUE,3
289,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,4,1,1,5,7,9,10,9,Maths,FALSE,4
290,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,2,4,2,4,5,0,11,11,10,Maths,TRUE,4
291,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,3,3,5,1,11,11,11,Maths,TRUE,4
292,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,1,2,1,2,5,7,13,13,13,Maths,TRUE,4
293,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,1,2,1,1,3,7,11,9,9,Maths,FALSE,2
294,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,2,2,2,3,2,11,11,11,Maths,TRUE,2
295,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,3,3,2,3,5,0,12,14,15,Maths,TRUE,3
296,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,2,3,2,3,2,0,16,15,15,Maths,TRUE,2
297,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,3,2,9,12,11,Maths,TRUE,4
298,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,2,4,3,4,5,2,14,15,16,Maths,TRUE,3
299,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,3,4,5,4,4,7,11,10,10,Maths,TRUE,2
300,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,3,4,1,3,4,6,10,9,9,Maths,FALSE,4
301,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,2,3,1,2,4,3,14,14,14,Maths,TRUE,4
302,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,2,4,5,1,9,8,8,Maths,FALSE,2
303,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,5,6,12,14,14,Maths,TRUE,4
304,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,3,4,1,3,5,7,16,15,15,Maths,TRUE,4
305,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,3,3,1,2,5,7,14,13,13,Maths,TRUE,3
306,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,2,3,1,1,1,6,16,15,17,Maths,TRUE,3
307,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,2,3,2,3,9,10,10,Maths,TRUE,3
308,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,2,4,1,3,3,3,11,12,11,Maths,TRUE,2
